flips,sat,earlyRestarts,entropy,lastRunEntropy,totalFlips,flipsPerSecond,ratio,clauses,variables,tries,cb
23212,1,0,0.9445,0.9517,298212,24955.9175,4.1000,2050,500,12,2.1000
12380,1,0,0.9450,0.8983,212380,26028.2730,4.1000,2050,500,9,2.1000
10922,1,0,0.9398,0.9398,10922,75350.2828,4.1000,2050,500,1,2.1000
10980,1,0,0.9462,0.9419,60980,32785.1113,4.1000,2050,500,3,2.1000
8638,1,0,0.9247,0.9247,8638,88058.0383,4.1000,2050,500,1,2.1000
3398,1,0,0.9030,0.9030,3398,173906.5961,4.1000,2050,500,1,2.1000
7053,1,0,0.9437,0.9187,82053,30297.3915,4.1000,2050,500,4,2.1000
22979,1,0,0.9432,0.9336,447979,24618.2937,4.1000,2050,500,18,2.1000
17375,1,0,0.9370,0.9215,92375,29549.4220,4.1000,2050,500,4,2.1000
24934,1,0,0.9533,0.9431,624934,24129.8447,4.1000,2050,500,25,2.1000
15976,1,0,0.9562,0.9562,15976,59690.1747,4.1000,2050,500,1,2.1000
14938,1,0,0.9539,0.9535,39938,37808.7311,4.1000,2050,500,2,2.1000
25000,0,0,0.9213,0.9599,7250000,24116.0414,4.1000,2050,500,29,2.1000
16217,1,0,0.9476,0.9357,141217,27366.9062,4.1000,2050,500,6,2.1000
25000,0,0,0.8994,0.9384,7250000,24035.3247,4.1000,2050,500,29,2.1000
23177,1,0,0.9309,0.9401,73177,30917.2423,4.1000,2050,500,3,2.1000
20152,1,0,0.9467,0.9467,20152,52330.5614,4.1000,2050,500,1,2.1000
24947,1,0,0.9561,0.9548,299947,25449.0825,4.1000,2050,500,12,2.1000
14980,1,0,0.9418,0.9404,114980,28315.0266,4.1000,2050,500,5,2.1000
20589,1,0,0.9406,0.9406,20589,50903.4902,4.1000,2050,500,1,2.1000
14103,1,0,0.9483,0.9376,139103,27518.5254,4.1000,2050,500,6,2.1000
13037,1,0,0.9458,0.9283,63037,32138.5723,4.1000,2050,500,3,2.1000
22315,1,0,0.9422,0.9307,97315,29183.0072,4.1000,2050,500,4,2.1000
18913,1,0,0.9444,0.9439,43913,36280.4692,4.1000,2050,500,2,2.1000
16230,1,0,0.9324,0.9324,16230,58347.2693,4.1000,2050,500,1,2.1000
10481,1,0,0.9291,0.8795,85481,29856.5511,4.1000,2050,500,4,2.1000
16522,1,0,0.9487,0.9456,41522,37279.3248,4.1000,2050,500,2,2.1000
5899,1,0,0.9321,0.9321,5899,115191.0159,4.1000,2050,500,1,2.1000
8186,1,0,0.9041,0.9041,8186,91221.7538,4.1000,2050,500,1,2.1000
18175,1,0,0.9311,0.9448,93175,29481.6367,4.1000,2050,500,4,2.1000
17656,1,0,0.9509,0.9509,17656,56431.8198,4.1000,2050,500,1,2.1000
9030,1,0,0.9269,0.9269,9030,85753.0419,4.1000,2050,500,1,2.1000
10292,1,0,0.9258,0.9258,10292,76991.2488,4.1000,2050,500,1,2.1000
9010,1,0,0.9261,0.9261,9010,85034.6605,4.1000,2050,500,1,2.1000
21828,1,0,0.9462,0.9531,46828,35492.5167,4.1000,2050,500,2,2.1000
5686,1,0,0.9260,0.8963,30686,41980.6436,4.1000,2050,500,2,2.1000
25000,0,0,0.9206,0.9638,7500000,24238.8211,4.1000,2050,500,30,2.1000
4869,1,0,0.9407,0.9133,129869,27422.0159,4.1000,2050,500,6,2.1000
7255,1,0,0.9237,0.9089,32255,40635.0533,4.1000,2050,500,2,2.1000
2729,1,0,0.8777,0.8777,2729,202323.1699,4.1000,2050,500,1,2.1000
14334,1,0,0.9280,0.9376,39334,38158.1559,4.1000,2050,500,2,2.1000
23833,1,0,0.9558,0.9598,73833,31078.7808,4.1000,2050,500,3,2.1000
21225,1,0,0.9294,0.9294,21225,50664.1451,4.1000,2050,500,1,2.1000
20783,1,0,0.9377,0.9376,95783,29223.4121,4.1000,2050,500,4,2.1000
15032,1,0,0.9279,0.9279,15032,60428.1265,4.1000,2050,500,1,2.1000
18519,1,0,0.9299,0.9299,18519,55254.6676,4.1000,2050,500,1,2.1000
5098,1,0,0.8977,0.8977,5098,129589.9319,4.1000,2050,500,1,2.1000
25000,0,0,0.9200,0.9318,7500000,24196.7051,4.1000,2050,500,30,2.1000
25000,0,0,0.9195,0.9631,7500000,24184.0212,4.1000,2050,500,30,2.1000
5361,1,0,0.9199,0.8961,30361,42503.7399,4.1000,2050,500,2,2.1000
17078,1,0,0.9498,0.9498,17078,57481.1077,4.1000,2050,500,1,2.1000
8899,1,0,0.9104,0.9104,8899,85663.7952,4.1000,2050,500,1,2.1000
22217,1,0,0.9397,0.9451,47217,35654.9608,4.1000,2050,500,2,2.1000
25000,0,0,0.9142,0.9452,7500000,24136.9339,4.1000,2050,500,30,2.1000
19267,1,0,0.9399,0.9399,19267,53611.6331,4.1000,2050,500,1,2.1000
18340,1,0,0.9481,0.9330,143340,27471.8236,4.1000,2050,500,6,2.1000
23107,1,0,0.9406,0.9406,23107,48793.2552,4.1000,2050,500,1,2.1000
16417,1,0,0.9523,0.9337,116417,28342.5461,4.1000,2050,500,5,2.1000
12355,1,0,0.9234,0.9234,12355,69190.1359,4.1000,2050,500,1,2.1000
19732,1,0,0.9568,0.9568,19732,52733.8955,4.1000,2050,500,1,2.1000
7229,1,0,0.9204,0.9204,7229,100471.2382,4.1000,2050,500,1,2.1000
17141,1,0,0.9476,0.9475,292141,25246.4011,4.1000,2050,500,12,2.1000
17414,1,0,0.9226,0.9226,17414,56277.5472,4.1000,2050,500,1,2.1000
13177,1,0,0.9492,0.9492,13177,65958.0967,4.1000,2050,500,1,2.1000
13779,1,0,0.9419,0.9494,63779,32214.9625,4.1000,2050,500,3,2.1000
20320,1,0,0.9272,0.9272,20320,51669.1540,4.1000,2050,500,1,2.1000
25000,0,0,0.9233,0.9619,7500000,24218.5810,4.1000,2050,500,30,2.1000
5375,1,0,0.9283,0.9283,5375,119646.0485,4.1000,2050,500,1,2.1000
10970,1,0,0.9466,0.9466,10970,75866.3126,4.1000,2050,500,1,2.1000
25000,0,0,0.9222,0.9644,7500000,24182.0577,4.1000,2050,500,30,2.1000
16120,1,0,0.9447,0.9176,466120,24484.5961,4.1000,2050,500,19,2.1000
17915,1,0,0.9525,0.9365,117915,28171.6287,4.1000,2050,500,5,2.1000
6190,1,0,0.9232,0.9232,6190,111445.7253,4.1000,2050,500,1,2.1000
15678,1,0,0.9319,0.9319,15678,59602.4954,4.1000,2050,500,1,2.1000
3668,1,0,0.9097,0.9097,3668,165723.9078,4.1000,2050,500,1,2.1000
15400,1,0,0.9380,0.9359,115400,28268.0233,4.1000,2050,500,5,2.1000
25000,0,0,0.9211,0.9601,7500000,24188.7292,4.1000,2050,500,30,2.1000
11751,1,0,0.9069,0.9069,11751,70665.6390,4.1000,2050,500,1,2.1000
4698,1,0,0.9221,0.9209,79698,30250.3489,4.1000,2050,500,4,2.1000
24928,1,0,0.9507,0.9275,449928,24503.3240,4.1000,2050,500,18,2.1000
19410,1,0,0.9450,0.9442,94410,29199.5111,4.1000,2050,500,4,2.1000
9413,1,0,0.9597,0.9522,84413,30309.0518,4.1000,2050,500,4,2.1000
6963,1,0,0.9467,0.9344,206963,26040.0351,4.1000,2050,500,9,2.1000
13978,1,0,0.9490,0.9490,13978,64491.8369,4.1000,2050,500,1,2.1000
20919,1,0,0.9490,0.9490,20919,49941.8365,4.1000,2050,500,1,2.1000
16438,1,0,0.9339,0.9339,16438,58401.5603,4.1000,2050,500,1,2.1000
20295,1,0,0.9322,0.9322,20295,51333.9792,4.1000,2050,500,1,2.1000
11575,1,0,0.9460,0.9455,136575,27435.8715,4.1000,2050,500,6,2.1000
11301,1,0,0.9469,0.9364,36301,39159.0256,4.1000,2050,500,2,2.1000
25000,0,0,0.9221,0.9565,7250000,23955.0692,4.1000,2050,500,29,2.1000
25000,0,0,0.9215,0.9542,7250000,23968.9677,4.1000,2050,500,29,2.1000
6328,1,0,0.9246,0.9123,56328,33351.2505,4.1000,2050,500,3,2.1000
19302,1,0,0.9410,0.9072,244302,25615.7516,4.1000,2050,500,10,2.1000
10615,1,0,0.9359,0.9424,35615,39065.4775,4.1000,2050,500,2,2.1000
6875,1,0,0.9283,0.9283,6875,102062.2160,4.1000,2050,500,1,2.1000
24248,1,0,0.9450,0.9395,74248,31534.5221,4.1000,2050,500,3,2.1000
7506,1,0,0.9233,0.9233,7506,97011.2144,4.1000,2050,500,1,2.1000
18651,1,0,0.9389,0.9389,18651,54092.0139,4.1000,2050,500,1,2.1000
8773,1,0,0.9195,0.9195,8773,86293.6033,4.1000,2050,500,1,2.1000
15467,1,0,0.9452,0.9452,15467,60404.9491,4.1000,2050,500,1,2.1000
10480,1,0,0.9334,0.9222,35480,39603.9575,4.1000,2050,500,2,2.1000
12464,1,0,0.9376,0.9197,112464,28645.4264,4.1000,2050,500,5,2.1000
5904,1,0,0.9432,0.9342,30904,41352.5909,4.1000,2050,500,2,2.1000
13061,1,0,0.9399,0.9449,413061,24721.8425,4.1000,2050,500,17,2.1000
6514,1,0,0.9488,0.9295,156514,26851.9638,4.1000,2050,500,7,2.1000
19012,1,0,0.9337,0.9297,69012,31479.7776,4.1000,2050,500,3,2.1000
22585,1,0,0.9574,0.9574,22585,49600.4364,4.1000,2050,500,1,2.1000
18333,1,0,0.9410,0.9372,418333,24596.4449,4.1000,2050,500,17,2.1000
23570,1,0,0.9428,0.9485,148570,27073.7331,4.1000,2050,500,6,2.1000
6050,1,0,0.9283,0.9283,6050,111953.6784,4.1000,2050,500,1,2.1000
13594,1,0,0.9381,0.9273,63594,32263.1066,4.1000,2050,500,3,2.1000
6911,1,0,0.9329,0.9329,6911,101760.3214,4.1000,2050,500,1,2.1000
2440,1,0,0.8937,0.8937,2440,224729.2252,4.1000,2050,500,1,2.1000
5256,1,0,0.9260,0.9260,5256,125203.2280,4.1000,2050,500,1,2.1000
15453,1,0,0.9554,0.9554,15453,61007.6359,4.1000,2050,500,1,2.1000
15148,1,0,0.9498,0.9498,15148,61112.2080,4.1000,2050,500,1,2.1000
14137,1,0,0.9403,0.9219,239137,25726.8664,4.1000,2050,500,10,2.1000
22176,1,0,0.9465,0.9449,47176,35713.4110,4.1000,2050,500,2,2.1000
3042,1,0,0.9230,0.9230,3042,189380.5313,4.1000,2050,500,1,2.1000
23326,1,0,0.9368,0.9322,73326,31008.6510,4.1000,2050,500,3,2.1000
21200,1,0,0.9444,0.9523,46200,36287.2183,4.1000,2050,500,2,2.1000
19486,1,0,0.9434,0.9378,44486,36286.5051,4.1000,2050,500,2,2.1000
4349,1,0,0.9191,0.9191,4349,144411.2777,4.1000,2050,500,1,2.1000
9944,1,0,0.9437,0.9477,84944,30103.5485,4.1000,2050,500,4,2.1000
22975,1,0,0.9409,0.9323,97975,29539.5715,4.1000,2050,500,4,2.1000
25000,0,0,0.9150,0.9608,7250000,23942.1278,4.1000,2050,500,29,2.1000
20482,1,0,0.9400,0.9347,245482,25639.5906,4.1000,2050,500,10,2.1000
13266,1,0,0.9433,0.9421,38266,38242.9695,4.1000,2050,500,2,2.1000
19555,1,0,0.9539,0.9396,169555,26729.8780,4.1000,2050,500,7,2.1000
25000,0,0,0.9201,0.9448,7500000,24344.9813,4.1000,2050,500,30,2.1000
18823,1,0,0.9497,0.9484,618823,25660.8560,4.1000,2050,500,25,2.1000
10624,1,0,0.9442,0.9237,85624,33192.6447,4.1000,2050,500,4,2.1000
6605,1,0,0.9441,0.9283,181605,28809.3583,4.1000,2050,500,8,2.1000
11820,1,0,0.9349,0.9241,36820,38965.5653,4.1000,2050,500,2,2.1000
15638,1,0,0.9422,0.9422,15638,59956.3139,4.1000,2050,500,1,2.1000
17128,1,0,0.9413,0.9376,67128,32269.6133,4.1000,2050,500,3,2.1000
11482,1,0,0.9301,0.9291,36482,39517.5766,4.1000,2050,500,2,2.1000
3097,1,0,0.9323,0.9043,53097,34445.8960,4.1000,2050,500,3,2.1000
12174,1,0,0.9430,0.9430,12174,69423.2770,4.1000,2050,500,1,2.1000
15090,1,0,0.9505,0.9581,590090,24358.9762,4.1000,2050,500,24,2.1000
17749,1,0,0.9277,0.9277,17749,55427.3436,4.1000,2050,500,1,2.1000
23091,1,0,0.9456,0.9331,73091,31644.5103,4.1000,2050,500,3,2.1000
20960,1,0,0.9516,0.9420,370960,24952.2532,4.1000,2050,500,15,2.1000
6959,1,0,0.9348,0.9348,6959,98525.6782,4.1000,2050,500,1,2.1000
16833,1,0,0.9436,0.9348,41833,37080.0267,4.1000,2050,500,2,2.1000
25000,0,0,0.9151,0.9486,7500000,24171.4728,4.1000,2050,500,30,2.1000
7715,1,0,0.9340,0.9323,32715,40987.5052,4.1000,2050,500,2,2.1000
23231,1,0,0.9368,0.9234,48231,35271.2895,4.1000,2050,500,2,2.1000
13934,1,0,0.9321,0.9345,38934,38243.8150,4.1000,2050,500,2,2.1000
2643,1,0,0.8753,0.8753,2643,206808.3026,4.1000,2050,500,1,2.1000
13408,1,0,0.9056,0.9056,13408,66054.0357,4.1000,2050,500,1,2.1000
16663,1,0,0.9468,0.9328,666663,24207.6968,4.1000,2050,500,27,2.1000
12024,1,0,0.9296,0.9296,12024,70314.4302,4.1000,2050,500,1,2.1000
18456,1,0,0.9336,0.9468,68456,31707.2550,4.1000,2050,500,3,2.1000
12397,1,0,0.9321,0.9321,12397,69577.4929,4.1000,2050,500,1,2.1000
25000,0,0,0.9201,0.9540,7250000,24124.0875,4.1000,2050,500,29,2.1000
13687,1,0,0.9463,0.9463,13687,65817.4557,4.1000,2050,500,1,2.1000
24923,1,0,0.9431,0.9608,99923,29237.9669,4.1000,2050,500,4,2.1000
17419,1,0,0.9505,0.9438,117419,28451.5396,4.1000,2050,500,5,2.1000
13149,1,0,0.9399,0.9461,38149,38662.1538,4.1000,2050,500,2,2.1000
9667,1,0,0.9372,0.9372,9667,81612.5947,4.1000,2050,500,1,2.1000
8686,1,0,0.9468,0.9468,8686,87802.5546,4.1000,2050,500,1,2.1000
18309,1,0,0.9468,0.9400,93309,29458.0358,4.1000,2050,500,4,2.1000
15623,1,0,0.9294,0.9294,15623,60344.2582,4.1000,2050,500,1,2.1000
24732,1,0,0.9487,0.9277,74732,30933.6669,4.1000,2050,500,3,2.1000
5784,1,0,0.9229,0.9229,5784,116437.3144,4.1000,2050,500,1,2.1000
3549,1,0,0.9384,0.9324,28549,43638.7572,4.1000,2050,500,2,2.1000
7803,1,0,0.9318,0.9318,7803,95072.3475,4.1000,2050,500,1,2.1000
16475,1,0,0.9347,0.9347,16475,58055.9199,4.1000,2050,500,1,2.1000
23871,1,0,0.9471,0.9545,348871,25183.7728,4.1000,2050,500,14,2.1000
10671,1,0,0.9433,0.9252,60671,32757.1834,4.1000,2050,500,3,2.1000
12801,1,0,0.9474,0.9243,187801,26557.9165,4.1000,2050,500,8,2.1000
11945,1,0,0.9315,0.9315,11945,71476.5710,4.1000,2050,500,1,2.1000
19029,1,0,0.9432,0.9432,19029,53201.8484,4.1000,2050,500,1,2.1000
6168,1,0,0.9224,0.9224,6168,110664.7663,4.1000,2050,500,1,2.1000
3995,1,0,0.9331,0.9175,28995,42382.3185,4.1000,2050,500,2,2.1000
23310,1,0,0.9331,0.9238,48310,35569.1387,4.1000,2050,500,2,2.1000
13066,1,0,0.9497,0.9497,13066,66621.2857,4.1000,2050,500,1,2.1000
19989,1,0,0.9517,0.9380,719989,24154.8432,4.1000,2050,500,29,2.1000
5525,1,0,0.9139,0.9139,5525,120152.9415,4.1000,2050,500,1,2.1000
4888,1,0,0.9239,0.9239,4888,131293.7020,4.1000,2050,500,1,2.1000
25000,0,0,0.9213,0.9601,7250000,24037.6774,4.1000,2050,500,29,2.1000
9554,1,0,0.9249,0.9249,9554,81274.3586,4.1000,2050,500,1,2.1000
25000,0,0,0.9238,0.9585,7500000,24147.0397,4.1000,2050,500,30,2.1000
23614,1,0,0.9309,0.9249,48614,36224.1649,4.1000,2050,500,2,2.1000
20292,1,0,0.9350,0.9350,20292,54869.0410,4.1000,2050,500,1,2.1000
21148,1,0,0.9451,0.9432,71148,33393.3321,4.1000,2050,500,3,2.1000
4232,1,0,0.8997,0.8997,4232,154830.2338,4.1000,2050,500,1,2.1000
16912,1,0,0.9370,0.9370,16912,62018.1001,4.1000,2050,500,1,2.1000
25000,0,0,0.9228,0.9436,7250000,24140.5842,4.1000,2050,500,29,2.1000
4315,1,0,0.9381,0.9381,4315,145664.1959,4.1000,2050,500,1,2.1000
14398,1,0,0.9152,0.9152,14398,63307.3264,4.1000,2050,500,1,2.1000
2926,1,0,0.9019,0.9019,2926,195039.7281,4.1000,2050,500,1,2.1000
12969,1,0,0.9385,0.9360,37969,38183.4920,4.1000,2050,500,2,2.1000
15874,1,0,0.9126,0.9362,65874,31926.5323,4.1000,2050,500,3,2.1000
3272,1,0,0.9117,0.9117,3272,179057.7645,4.1000,2050,500,1,2.1000
23005,1,0,0.9502,0.9458,73005,31235.8435,4.1000,2050,500,3,2.1000
5409,1,0,0.9158,0.9158,5409,122014.4093,4.1000,2050,500,1,2.1000
4127,1,0,0.9318,0.9318,4127,150918.5288,4.1000,2050,500,1,2.1000
14652,1,0,0.9446,0.9351,39652,37872.6657,4.1000,2050,500,2,2.1000
6436,1,0,0.9226,0.9226,6436,106880.2187,4.1000,2050,500,1,2.1000
7517,1,0,0.9297,0.9297,7517,97406.3873,4.1000,2050,500,1,2.1000
22529,1,0,0.9437,0.9465,72529,31351.7997,4.1000,2050,500,3,2.1000
25000,0,0,0.9157,0.9525,7250000,24131.9690,4.1000,2050,500,29,2.1000
20229,1,0,0.9361,0.9361,20229,52708.3861,4.1000,2050,500,1,2.1000
7804,1,0,0.9244,0.9007,32804,40778.0810,4.1000,2050,500,2,2.1000
25000,0,0,0.9248,0.9539,7500000,24144.7905,4.1000,2050,500,30,2.1000
24047,1,0,0.9447,0.9596,149047,27322.2925,4.1000,2050,500,6,2.1000
21283,1,0,0.9447,0.9447,21283,50511.6928,4.1000,2050,500,1,2.1000
14286,1,0,0.9324,0.9155,39286,38202.4981,4.1000,2050,500,2,2.1000
21654,1,0,0.9345,0.9345,21654,50730.2306,4.1000,2050,500,1,2.1000
25000,0,0,0.9153,0.9457,7750000,25341.5671,4.1000,2050,500,31,2.1000
21076,1,0,0.9349,0.9349,21076,53949.7971,4.1000,2050,500,1,2.1000
8541,1,0,0.9134,0.9134,8541,88154.4247,4.1000,2050,500,1,2.1000
8051,1,0,0.9190,0.9190,8051,90812.3376,4.1000,2050,500,1,2.1000
1618,1,0,0.8988,0.8988,1618,302801.1193,4.1000,2050,500,1,2.1000
17066,1,0,0.9307,0.8972,92066,29874.3953,4.1000,2050,500,4,2.1000
25000,0,0,0.9205,0.9567,7500000,24248.2312,4.1000,2050,500,30,2.1000
14808,1,0,0.9380,0.9380,14808,62247.2952,4.1000,2050,500,1,2.1000
18915,1,0,0.9213,0.9213,18915,53497.3771,4.1000,2050,500,1,2.1000
13279,1,0,0.9435,0.9444,88279,29806.7589,4.1000,2050,500,4,2.1000
15570,1,0,0.9395,0.9349,65570,32193.5843,4.1000,2050,500,3,2.1000
2640,1,0,0.8902,0.8902,2640,211864.5056,4.1000,2050,500,1,2.1000
22508,1,0,0.9206,0.9206,22508,49056.5374,4.1000,2050,500,1,2.1000
8896,1,0,0.9427,0.9422,33896,40275.3758,4.1000,2050,500,2,2.1000
21213,1,0,0.9573,0.9516,46213,35809.3065,4.1000,2050,500,2,2.1000
20410,1,0,0.9348,0.9348,20410,52399.0580,4.1000,2050,500,1,2.1000
21705,1,0,0.9521,0.9521,21705,50558.6678,4.1000,2050,500,1,2.1000
8202,1,0,0.9437,0.9287,83202,30268.9317,4.1000,2050,500,4,2.1000
6823,1,0,0.9436,0.9199,156823,27041.7680,4.1000,2050,500,7,2.1000
20938,1,0,0.9466,0.9395,195938,26422.4530,4.1000,2050,500,8,2.1000
24399,1,0,0.9371,0.9371,24399,46944.8914,4.1000,2050,500,1,2.1000
7567,1,0,0.9475,0.9255,157567,26881.8891,4.1000,2050,500,7,2.1000
14307,1,0,0.9454,0.9454,14307,63415.9570,4.1000,2050,500,1,2.1000
12480,1,0,0.9296,0.9407,87480,29566.6704,4.1000,2050,500,4,2.1000
13602,1,0,0.9443,0.9452,88602,29626.0163,4.1000,2050,500,4,2.1000
19280,1,0,0.9347,0.9269,194280,26717.6240,4.1000,2050,500,8,2.1000
8995,1,0,0.9384,0.9267,58995,33151.6440,4.1000,2050,500,3,2.1000
7176,1,0,0.9432,0.9381,32176,41381.3920,4.1000,2050,500,2,2.1000
18190,1,0,0.9376,0.9376,18190,54837.1627,4.1000,2050,500,1,2.1000
24439,1,0,0.9596,0.9617,49439,35478.9215,4.1000,2050,500,2,2.1000
12810,1,0,0.9374,0.9374,12810,67355.6411,4.1000,2050,500,1,2.1000
20243,1,0,0.9539,0.9539,20243,51747.5849,4.1000,2050,500,1,2.1000
15135,1,0,0.9431,0.9350,40135,37898.7986,4.1000,2050,500,2,2.1000
10090,1,0,0.9324,0.9324,10090,78981.5275,4.1000,2050,500,1,2.1000
12477,1,0,0.9557,0.9557,12477,68982.2842,4.1000,2050,500,1,2.1000
10342,1,0,0.9351,0.9351,10342,77916.2761,4.1000,2050,500,1,2.1000
6065,1,0,0.9064,0.9064,6065,113004.3536,4.1000,2050,500,1,2.1000
23506,1,0,0.9367,0.9367,23506,48600.2271,4.1000,2050,500,1,2.1000
12095,1,0,0.9445,0.9317,212095,26018.8560,4.1000,2050,500,9,2.1000
10169,1,0,0.9372,0.9311,35169,39881.5026,4.1000,2050,500,2,2.1000
10064,1,0,0.9465,0.9465,10064,79109.2478,4.1000,2050,500,1,2.1000
6329,1,0,0.9491,0.9313,81329,30321.8984,4.1000,2050,500,4,2.1000
24959,1,0,0.9439,0.9422,49959,34711.9981,4.1000,2050,500,2,2.1000
25000,0,0,0.9187,0.9401,7500000,24241.5537,4.1000,2050,500,30,2.1000
15599,1,0,0.9426,0.9414,40599,38635.2633,4.1000,2050,500,2,2.1000
9412,1,0,0.9468,0.9228,109412,30244.5546,4.1000,2050,500,5,2.1000
10917,1,0,0.9459,0.9459,10917,80758.2790,4.1000,2050,500,1,2.1000
5181,1,0,0.9148,0.9148,5181,135492.7362,4.1000,2050,500,1,2.1000
10426,1,0,0.9250,0.9250,10426,82628.6670,4.1000,2050,500,1,2.1000
10705,1,0,0.9395,0.9387,85705,32374.8476,4.1000,2050,500,4,2.1000
11039,1,0,0.9180,0.9180,11039,74558.1866,4.1000,2050,500,1,2.1000
23870,1,0,0.9401,0.9423,73870,30912.8886,4.1000,2050,500,3,2.1000
10307,1,0,0.9495,0.9542,285307,24949.1262,4.1000,2050,500,12,2.1000
22768,1,0,0.9492,0.9492,22768,47188.1810,4.1000,2050,500,1,2.1000
12780,1,0,0.9392,0.9392,12780,69209.4307,4.1000,2050,500,1,2.1000
12133,1,0,0.9499,0.9499,12133,67900.2244,4.1000,2050,500,1,2.1000
15206,1,0,0.9303,0.9303,15206,63187.9722,4.1000,2050,500,1,2.1000
10303,1,0,0.9369,0.9369,10303,78774.8522,4.1000,2050,500,1,2.1000
14062,1,0,0.9439,0.9439,14062,63958.5821,4.1000,2050,500,1,2.1000
22126,1,0,0.9467,0.9402,147126,27516.3379,4.1000,2050,500,6,2.1000
5397,1,0,0.9243,0.9243,5397,123935.0908,4.1000,2050,500,1,2.1000
15623,1,0,0.9430,0.9436,40623,36726.0180,4.1000,2050,500,2,2.1000
8929,1,0,0.9429,0.9435,708929,24722.7523,4.1000,2050,500,29,2.1000
8142,1,0,0.9444,0.9241,133142,30064.2055,4.1000,2050,500,6,2.1000
18509,1,0,0.9411,0.9404,168509,29602.0606,4.1000,2050,500,7,2.1000
9010,1,0,0.9510,0.9377,159010,29591.7419,4.1000,2050,500,7,2.1000
5093,1,0,0.9146,0.9146,5093,128731.7771,4.1000,2050,500,1,2.1000
19165,1,0,0.9454,0.9319,44165,36807.4799,4.1000,2050,500,2,2.1000
6331,1,0,0.9044,0.9044,6331,111167.3805,4.1000,2050,500,1,2.1000
7149,1,0,0.9407,0.9407,7149,100181.1898,4.1000,2050,500,1,2.1000
12224,1,0,0.9465,0.9131,237224,25888.9493,4.1000,2050,500,10,2.1000
6104,1,0,0.9420,0.9172,31104,42940.2309,4.1000,2050,500,2,2.1000
12500,1,0,0.9419,0.9395,62500,33887.2880,4.1000,2050,500,3,2.1000
12318,1,0,0.9066,0.9066,12318,72124.8478,4.1000,2050,500,1,2.1000
13314,1,0,0.9471,0.9398,38314,38509.2266,4.1000,2050,500,2,2.1000
9875,1,0,0.9327,0.9256,59875,32815.5318,4.1000,2050,500,3,2.1000
15109,1,0,0.9380,0.9380,15109,61182.4480,4.1000,2050,500,1,2.1000
25000,0,0,0.9164,0.9627,7750000,25020.4215,4.1000,2050,500,31,2.1000
25000,0,0,0.9227,0.9598,8000000,26150.2298,4.1000,2050,500,32,2.1000
5062,1,0,0.9326,0.9326,5062,142520.4975,4.1000,2050,500,1,2.1000
7862,1,0,0.9433,0.9433,7862,103338.5900,4.1000,2050,500,1,2.1000
16132,1,0,0.9489,0.9562,241132,28160.7820,4.1000,2050,500,10,2.1000
12971,1,0,0.9343,0.9343,12971,67102.0073,4.1000,2050,500,1,2.1000
9317,1,0,0.9452,0.9452,9317,84297.6812,4.1000,2050,500,1,2.1000
21044,1,0,0.9486,0.9407,671044,24776.9583,4.1000,2050,500,27,2.1000
15303,1,0,0.9415,0.9305,65303,33843.5626,4.1000,2050,500,3,2.1000
12057,1,0,0.9424,0.9424,12057,75946.7665,4.1000,2050,500,1,2.1000
5316,1,0,0.9248,0.9248,5316,131190.8695,4.1000,2050,500,1,2.1000
2574,1,0,0.9078,0.9078,2574,229586.9524,4.1000,2050,500,1,2.1000
20044,1,0,0.9496,0.9496,20044,55381.3707,4.1000,2050,500,1,2.1000
17412,1,0,0.9426,0.9313,42412,37121.5941,4.1000,2050,500,2,2.1000
8680,1,0,0.9136,0.9136,8680,87234.2917,4.1000,2050,500,1,2.1000
5057,1,0,0.9457,0.9411,30057,42374.7845,4.1000,2050,500,2,2.1000
20226,1,0,0.9373,0.9373,20226,52301.6194,4.1000,2050,500,1,2.1000
20211,1,0,0.9405,0.9405,20211,51489.4179,4.1000,2050,500,1,2.1000
17611,1,0,0.9479,0.9436,42611,37017.8402,4.1000,2050,500,2,2.1000
17446,1,0,0.9430,0.9430,17446,56563.9548,4.1000,2050,500,1,2.1000
16102,1,0,0.9359,0.9359,16102,58792.5315,4.1000,2050,500,1,2.1000
11353,1,0,0.9353,0.9259,36353,38261.6054,4.1000,2050,500,2,2.1000
8839,1,0,0.9136,0.9136,8839,80988.9636,4.1000,2050,500,1,2.1000
11710,1,0,0.9242,0.9242,11710,70532.0933,4.1000,2050,500,1,2.1000
25000,0,0,0.9199,0.9564,7500000,24766.2160,4.1000,2050,500,30,2.1000
12941,1,0,0.9368,0.9365,112941,28144.6069,4.1000,2050,500,5,2.2000
12031,1,0,0.9389,0.9330,212031,25743.3488,4.1000,2050,500,9,2.2000
8893,1,0,0.9327,0.9327,8893,86521.0497,4.1000,2050,500,1,2.2000
21699,1,0,0.9401,0.9167,271699,25447.4333,4.1000,2050,500,11,2.2000
14047,1,0,0.9358,0.9358,14047,63380.0946,4.1000,2050,500,1,2.2000
12734,1,0,0.9365,0.9411,37734,38388.3007,4.1000,2050,500,2,2.2000
8731,1,0,0.9221,0.9191,33731,39914.3607,4.1000,2050,500,2,2.2000
23137,1,0,0.9391,0.9424,448137,24659.6700,4.1000,2050,500,18,2.2000
10974,1,0,0.9111,0.9002,35974,38634.2585,4.1000,2050,500,2,2.2000
7203,1,0,0.9446,0.9051,407203,24675.0164,4.1000,2050,500,17,2.2000
