cb,ratio,flips,flipsPerSecond,lastRunEntropy,totalFlips,earlyRestarts,minEntropy,tries,entropy,variables,sat,clauses
2.3800,4.1000,7398,35283.3829,0.8349,32398,0,0.6000,2,1.0682,500,1,2050
2.3800,4.1000,10068,26099.0571,0.9124,85068,0,0.4000,4,1.2133,500,1,2050
2.3800,4.1000,25000,21236.9980,1.1628,4500000,0,0.5000,18,1.1611,500,0,2050
2.3800,4.1000,4083,131915.8078,0.9187,4083,0,0.4000,1,0.9187,500,1,2050
2.3800,4.1000,10038,26110.3166,0.9093,85038,0,0.4500,4,1.1102,500,1,2050
2.3800,4.1000,16577,50407.0968,0.9345,16577,0,0.6000,1,0.9345,500,1,2050
2.3800,4.1000,16614,32257.3694,0.9310,41614,0,0.5000,2,1.0717,500,1,2050
2.3800,4.1000,24542,21657.6213,0.9373,349542,0,0.4500,14,1.2595,500,1,2050
2.3800,4.1000,18352,23143.8828,0.9329,168352,0,0.6000,7,1.1648,500,1,2050
2.3800,4.1000,18929,27887.5107,0.9162,68929,0,0.5000,3,1.1575,500,1,2050
2.3800,4.1000,25000,21221.6616,1.1992,4500000,0,0.4000,18,1.1467,500,0,2050
2.3800,4.1000,7487,83243.0329,0.9118,7487,0,0.4000,1,0.9118,500,1,2050
2.3800,4.1000,12487,60084.6112,0.9097,12487,0,0.5000,1,0.9097,500,1,2050
2.3800,4.1000,24138,30757.6673,0.9251,49138,0,0.5500,2,1.0428,500,1,2050
2.3800,4.1000,3182,163375.8189,0.8453,3182,0,0.4500,1,0.8453,500,1,2050
2.3800,4.1000,11641,33637.0630,0.9255,36641,0,0.4500,2,1.0711,500,1,2050
2.3800,4.1000,9076,74578.2441,0.9323,9076,0,0.4000,1,0.9323,500,1,2050
2.3800,4.1000,24175,30608.6829,0.9357,49175,0,0.6500,2,1.1480,500,1,2050
2.3800,4.1000,23027,22228.6122,0.9028,248027,0,0.4000,10,1.2002,500,1,2050
2.3800,4.1000,6780,92096.2681,0.9273,6780,0,0.6500,1,0.9273,500,1,2050
2.3800,4.1000,11850,62076.0449,0.8916,11850,0,0.4000,1,0.8916,500,1,2050
2.3800,4.1000,3195,163872.2390,0.8802,3195,0,0.5500,1,0.8802,500,1,2050
2.3800,4.1000,10359,22323.6977,0.9283,235359,0,0.5000,10,1.2076,500,1,2050
2.3800,4.1000,19468,46118.7992,0.9254,19468,0,0.5000,1,0.9254,500,1,2050
2.3800,4.1000,21295,44314.3128,0.9234,21295,0,0.4000,1,0.9234,500,1,2050
2.3800,4.1000,5354,108975.7854,0.9105,5354,0,0.5000,1,0.9105,500,1,2050
2.3800,4.1000,25000,21292.0777,1.1176,4500000,0,0.5500,18,1.1495,500,0,2050
2.3800,4.1000,11683,62744.1828,0.9445,11683,0,0.4000,1,0.9445,500,1,2050
2.3800,4.1000,21705,25173.7713,0.9432,96705,0,0.5000,4,1.1615,500,1,2050
2.3800,4.1000,11655,28260.4933,0.8789,61655,0,0.6000,3,1.0619,500,1,2050
2.3800,4.1000,20119,25482.7887,0.9257,95119,0,0.5000,4,1.1639,500,1,2050
2.3800,4.1000,16485,32536.0443,0.9402,41485,0,0.6000,2,1.1367,500,1,2050
2.3800,4.1000,20463,45392.1462,0.9182,20463,0,0.5500,1,0.9182,500,1,2050
2.3800,4.1000,8255,78707.0585,0.9112,8255,0,0.4000,1,0.9112,500,1,2050
2.3800,4.1000,6715,92198.8939,0.9000,6715,0,0.6500,1,0.9000,500,1,2050
2.3800,4.1000,10390,23203.2471,0.9073,160390,0,0.6500,7,1.1827,500,1,2050
2.3800,4.1000,20694,31128.0847,0.9203,45694,0,0.6500,2,1.1122,500,1,2050
2.3800,4.1000,11634,61544.1962,0.9385,11634,0,0.4500,1,0.9385,500,1,2050
2.3800,4.1000,9499,72243.3768,0.9075,9499,0,0.4500,1,0.9075,500,1,2050
2.3800,4.1000,18898,31431.0681,0.9304,43898,0,0.5500,2,1.0820,500,1,2050
2.3800,4.1000,15548,52410.4134,0.9240,15548,0,0.5500,1,0.9240,500,1,2050
2.3800,4.1000,15504,52385.7154,0.9208,15504,0,0.5500,1,0.9208,500,1,2050
2.3800,4.1000,17433,27429.2931,0.9348,67433,0,0.6500,3,1.1284,500,1,2050
2.3800,4.1000,25000,21302.9869,1.2763,4500000,0,0.5500,18,1.1902,500,0,2050
2.3800,4.1000,22402,42480.6848,0.9322,22402,0,0.4000,1,0.9322,500,1,2050
2.3800,4.1000,10797,34270.6887,0.9090,35797,0,0.6000,2,1.0528,500,1,2050
2.3800,4.1000,9422,24357.2812,0.9081,109422,0,0.5000,5,1.2115,500,1,2050
2.3800,4.1000,6912,89190.3811,0.8813,6912,0,0.5000,1,0.8813,500,1,2050
2.3800,4.1000,18384,27530.4382,0.9432,68384,0,0.6000,3,1.1528,500,1,2050
2.3800,4.1000,20303,45660.9235,0.9374,20303,0,0.4000,1,0.9374,500,1,2050
2.3800,4.1000,15945,51061.5823,0.9382,15945,0,0.6000,1,0.9382,500,1,2050
2.3800,4.1000,25000,21370.1212,1.1582,4500000,0,0.5500,18,1.1435,500,0,2050
2.3800,4.1000,24266,24159.3170,0.9208,124266,0,0.6000,5,1.1264,500,1,2050
2.3800,4.1000,11523,23409.1142,0.8995,161523,0,0.6500,7,1.2152,500,1,2050
2.3800,4.1000,16352,51393.9487,0.9264,16352,0,0.6000,1,0.9264,500,1,2050
2.3800,4.1000,20833,43901.2946,0.8933,20833,0,0.6500,1,0.8933,500,1,2050
2.3800,4.1000,24378,41062.0170,0.9333,24378,0,0.5000,1,0.9333,500,1,2050
2.3800,4.1000,6938,89038.2435,0.8971,6938,0,0.5500,1,0.8971,500,1,2050
2.3800,4.1000,5069,114121.6071,0.8991,5069,0,0.6500,1,0.8991,500,1,2050
2.3800,4.1000,15008,32630.5021,0.9170,40008,0,0.5500,2,1.0356,500,1,2050
2.3800,4.1000,13728,23193.1453,0.9200,163728,0,0.4500,7,1.2072,500,1,2050
2.3800,4.1000,15783,51485.8873,0.8892,15783,0,0.4500,1,0.8892,500,1,2050
2.3800,4.1000,22292,25615.3302,0.9264,97292,0,0.6500,4,1.1447,500,1,2050
2.3800,4.1000,4586,21595.9126,0.9255,329586,0,0.6000,14,1.0994,500,1,2050
2.3800,4.1000,15483,52354.4546,0.8996,15483,0,0.4500,1,0.8996,500,1,2050
2.3800,4.1000,24820,22757.3197,0.9100,199820,0,0.4500,8,1.2477,500,1,2050
2.3800,4.1000,19784,45487.1452,0.9341,19784,0,0.6000,1,0.9341,500,1,2050
2.3800,4.1000,25000,21357.6835,1.2129,4500000,0,0.5500,18,1.1547,500,0,2050
2.3800,4.1000,18087,48168.4747,0.9383,18087,0,0.4000,1,0.9383,500,1,2050
2.3800,4.1000,16097,51579.1256,0.9241,16097,0,0.4000,1,0.9241,500,1,2050
2.3800,4.1000,19725,45861.2465,0.9056,19725,0,0.6000,1,0.9056,500,1,2050
2.3800,4.1000,2537,195425.7106,0.9081,2537,0,0.5000,1,0.9081,500,1,2050
2.3800,4.1000,11194,28652.8341,0.9091,61194,0,0.6500,3,1.1875,500,1,2050
2.3800,4.1000,16108,51844.2625,0.9314,16108,0,0.4500,1,0.9314,500,1,2050
2.3800,4.1000,22579,42516.0809,0.9062,22579,0,0.4500,1,0.9062,500,1,2050
2.3800,4.1000,7649,35974.7370,0.9055,32649,0,0.6000,2,1.0852,500,1,2050
2.3800,4.1000,16282,32508.2093,0.8928,41282,0,0.4500,2,1.1121,500,1,2050
2.3800,4.1000,9511,70939.6330,0.9206,9511,0,0.5500,1,0.9206,500,1,2050
2.3800,4.1000,14837,53779.6012,0.8736,14837,0,0.5500,1,0.8736,500,1,2050
2.3800,4.1000,25000,21406.4673,1.2541,4500000,0,0.4000,18,1.1730,500,0,2050
2.3800,4.1000,19434,46519.9595,0.9400,19434,0,0.5000,1,0.9400,500,1,2050
2.3800,4.1000,7988,26459.1174,0.9344,82988,0,0.4500,4,1.1949,500,1,2050
2.3800,4.1000,1635,267377.8704,0.8703,1635,0,0.6000,1,0.8703,500,1,2050
2.3800,4.1000,16080,50963.5664,0.9389,16080,0,0.6500,1,0.9389,500,1,2050
2.3800,4.1000,9773,70433.5257,0.9243,9773,0,0.4000,1,0.9243,500,1,2050
2.3800,4.1000,23400,30782.1620,0.9484,48400,0,0.4000,2,1.0293,500,1,2050
2.3800,4.1000,15104,23204.3097,0.9243,190104,0,0.4000,8,1.1941,500,1,2050
2.3800,4.1000,25000,21342.8399,1.1259,4500000,0,0.6000,18,1.1474,500,0,2050
2.3800,4.1000,20912,44633.4725,0.8958,20912,0,0.5000,1,0.8958,500,1,2050
2.3800,4.1000,18357,47074.2006,0.9135,18357,0,0.6500,1,0.9135,500,1,2050
2.3800,4.1000,8966,28360.7032,0.8729,58966,0,0.4500,3,1.1028,500,1,2050
2.3800,4.1000,14620,53359.1851,0.9151,14620,0,0.4000,1,0.9151,500,1,2050
2.3800,4.1000,11734,23042.3101,0.9024,186734,0,0.5500,8,1.1362,500,1,2050
2.3800,4.1000,11776,61842.9943,0.9283,11776,0,0.5500,1,0.9283,500,1,2050
2.3800,4.1000,14416,33057.9834,0.9443,39416,0,0.6000,2,0.9971,500,1,2050
2.3800,4.1000,6570,23889.6402,0.8965,131570,0,0.5500,6,1.1978,500,1,2050
2.3800,4.1000,2932,173460.1013,0.8907,2932,0,0.6000,1,0.8907,500,1,2050
2.3800,4.1000,24960,30353.3021,0.9009,49960,0,0.6500,2,1.0896,500,1,2050
2.3800,4.1000,10013,21506.7432,0.9060,385013,0,0.6000,16,1.1978,500,1,2050
2.3800,4.1000,13986,55551.2796,0.9070,13986,0,0.5000,1,0.9070,500,1,2050
2.3800,4.1000,25000,21557.7512,1.1936,4500000,0,0.5000,18,1.1770,500,0,2050
2.3800,4.1000,5897,102742.5278,0.9061,5897,0,0.6500,1,0.9061,500,1,2050
2.3800,4.1000,8535,80590.4624,0.9262,8535,0,0.5500,1,0.9262,500,1,2050
2.3800,4.1000,25000,22465.0307,1.2016,4750000,0,0.6500,19,1.1582,500,0,2050
2.3800,4.1000,6982,94460.2396,0.8805,6982,0,0.6000,1,0.8805,500,1,2050
2.3800,4.1000,18929,33768.7207,0.9263,43929,0,0.4000,2,1.0810,500,1,2050
2.3800,4.1000,25000,21422.7964,1.3010,4500000,0,0.6500,18,1.1179,500,0,2050
2.3800,4.1000,14055,28023.9896,0.9136,64055,0,0.5000,3,1.1352,500,1,2050
2.3800,4.1000,20434,45127.5765,0.9371,20434,0,0.6000,1,0.9371,500,1,2050
2.3800,4.1000,9989,70247.3457,0.9242,9989,0,0.4500,1,0.9242,500,1,2050
2.3800,4.1000,10952,64846.6481,0.9290,10952,0,0.6500,1,0.9290,500,1,2050
2.3800,4.1000,21534,23530.8989,0.8929,171534,0,0.6500,7,1.2214,500,1,2050
2.3800,4.1000,6142,100458.1603,0.8573,6142,0,0.5500,1,0.8573,500,1,2050
2.3800,4.1000,7146,29862.0922,0.9043,57146,0,0.6500,3,1.1173,500,1,2050
2.3800,4.1000,25000,21237.3558,1.1272,4500000,0,0.6000,18,1.1101,500,0,2050
2.3800,4.1000,22597,30280.1921,0.9054,47597,0,0.4500,2,1.0952,500,1,2050
2.3800,4.1000,11386,23839.9807,0.9394,136386,0,0.5500,6,1.1717,500,1,2050
2.3800,4.1000,17235,51117.5327,0.9306,17235,0,0.5000,1,0.9306,500,1,2050
2.3800,4.1000,8286,36420.3131,0.8947,33286,0,0.6500,2,1.0931,500,1,2050
2.3800,4.1000,17627,49341.3349,0.9254,17627,0,0.4500,1,0.9254,500,1,2050
2.3800,4.1000,13569,24993.1523,0.9373,113569,0,0.4000,5,1.1797,500,1,2050
2.3800,4.1000,20199,47592.8943,0.9271,20199,0,0.5000,1,0.9271,500,1,2050
2.3800,4.1000,13112,23311.4788,0.9093,163112,0,0.6500,7,1.2243,500,1,2050
2.3800,4.1000,9195,35162.4866,0.9118,34195,0,0.5000,2,1.0306,500,1,2050
2.3800,4.1000,25000,21488.6819,1.2246,4500000,0,0.6500,18,1.0904,500,0,2050
2.3800,4.1000,17862,24026.4982,0.9155,167862,0,0.4000,7,1.2197,500,1,2050
2.3800,4.1000,16246,24977.6140,0.9147,141246,0,0.5000,6,1.2012,500,1,2050
2.3800,4.1000,20386,48014.0220,0.9188,20386,0,0.5500,1,0.9188,500,1,2050
2.3800,4.1000,23099,29048.9297,0.9401,73099,0,0.4000,3,1.1788,500,1,2050
2.3800,4.1000,2495,24547.7869,0.8884,177495,0,0.6000,8,1.1851,500,1,2050
2.3800,4.1000,16508,22135.6241,0.9167,266508,0,0.5500,11,1.1289,500,1,2050
2.3800,4.1000,10959,34031.4835,0.8338,35959,0,0.6500,2,1.0168,500,1,2050
2.3800,4.1000,19090,23483.0971,0.9050,169090,0,0.6500,7,1.1921,500,1,2050
2.3800,4.1000,7135,90720.6616,0.9199,7135,0,0.4500,1,0.9199,500,1,2050
2.3800,4.1000,25000,22411.0478,1.2203,4500000,0,0.6000,18,1.1068,500,0,2050
2.3800,4.1000,17386,52026.5352,0.9394,17386,0,0.5000,1,0.9394,500,1,2050
2.3800,4.1000,7674,23825.9127,0.9229,282674,0,0.5000,12,1.2012,500,1,2050
2.3800,4.1000,6213,109711.6360,0.9299,6213,0,0.5500,1,0.9299,500,1,2050
2.3800,4.1000,2542,194714.9648,0.8920,2542,0,0.6000,1,0.8920,500,1,2050
2.3800,4.1000,24965,21980.2786,0.9492,249965,0,0.5000,10,1.1573,500,1,2050
2.3800,4.1000,15055,28021.4747,0.8994,65055,0,0.6500,3,1.1342,500,1,2050
2.3800,4.1000,19132,27803.3230,0.9271,69132,0,0.5500,3,1.1387,500,1,2050
2.3800,4.1000,19169,22968.1922,0.9014,244169,0,0.6500,10,1.1856,500,1,2050
2.3800,4.1000,16985,33913.7103,0.9191,41985,0,0.5000,2,1.1301,500,1,2050
2.3800,4.1000,8563,36168.1271,0.8912,33563,0,0.6500,2,1.0428,500,1,2050
2.3800,4.1000,25000,22894.6930,1.1663,4750000,0,0.4000,19,1.0716,500,0,2050
2.3800,4.1000,16145,32288.7238,0.9277,41145,0,0.5500,2,1.0770,500,1,2050
2.3800,4.1000,25000,21709.0587,1.1834,4500000,0,0.6000,18,1.2002,500,0,2050
2.3800,4.1000,13191,25178.9548,0.9176,138191,0,0.6500,6,1.1325,500,1,2050
2.3800,4.1000,14163,58660.2851,0.9150,14163,0,0.4500,1,0.9150,500,1,2050
2.3800,4.1000,19469,27497.2645,0.9435,94469,0,0.4000,4,1.1773,500,1,2050
2.3800,4.1000,25000,23330.6128,1.2254,4750000,0,0.4000,19,1.1409,500,0,2050
2.3800,4.1000,2622,211938.7848,0.8649,2622,0,0.6000,1,0.8649,500,1,2050
2.3800,4.1000,5854,111466.9884,0.8714,5854,0,0.5000,1,0.8714,500,1,2050
2.3800,4.1000,25000,21677.7615,1.2172,4500000,0,0.6500,18,1.1601,500,0,2050
2.3800,4.1000,18336,50206.7244,0.9324,18336,0,0.4000,1,0.9324,500,1,2050
2.3800,4.1000,5670,111536.4205,0.9243,5670,0,0.6500,1,0.9243,500,1,2050
2.3800,4.1000,24841,23513.4446,0.9118,224841,0,0.6500,9,1.1650,500,1,2050
2.3800,4.1000,6267,30790.6893,0.8928,56267,0,0.6500,3,1.1374,500,1,2050
2.3800,4.1000,18903,33136.5925,0.8712,43903,0,0.6000,2,1.0630,500,1,2050
2.3800,4.1000,17224,29737.2298,0.9137,67224,0,0.5500,3,1.1374,500,1,2050
2.3800,4.1000,18969,33661.3103,0.9289,43969,0,0.6000,2,1.0432,500,1,2050
2.3800,4.1000,11666,62052.8669,0.9101,11666,0,0.5000,1,0.9101,500,1,2050
2.3800,4.1000,4558,123600.7274,0.8935,4558,0,0.5500,1,0.8935,500,1,2050
2.3800,4.1000,8843,76624.2237,0.8706,8843,0,0.5000,1,0.8706,500,1,2050
2.3800,4.1000,18442,47814.7614,0.9410,18442,0,0.5000,1,0.9410,500,1,2050
2.3800,4.1000,6430,36210.3893,0.9129,31430,0,0.5000,2,1.1022,500,1,2050
2.3800,4.1000,4216,131898.3114,0.8759,4216,0,0.6000,1,0.8759,500,1,2050
2.3800,4.1000,5990,36355.4834,0.9029,30990,0,0.5500,2,0.9812,500,1,2050
2.3800,4.1000,10782,65695.7320,0.9130,10782,0,0.6500,1,0.9130,500,1,2050
2.3800,4.1000,17191,49525.4829,0.9274,17191,0,0.6000,1,0.9274,500,1,2050
2.3800,4.1000,19733,46068.7316,0.9066,19733,0,0.5000,1,0.9066,500,1,2050
2.3800,4.1000,20180,27370.7254,0.9318,70180,0,0.5000,3,1.1448,500,1,2050
2.3800,4.1000,9324,25910.6068,0.8922,84324,0,0.4000,4,1.1121,500,1,2050
2.3800,4.1000,22106,31212.6383,0.9075,47106,0,0.6500,2,0.9831,500,1,2050
2.3800,4.1000,20254,25164.2118,0.9082,120254,0,0.4500,5,1.1479,500,1,2050
2.3800,4.1000,19445,48056.4175,0.8844,19445,0,0.4000,1,0.8844,500,1,2050
2.3800,4.1000,18637,48918.3661,0.9369,18637,0,0.4000,1,0.9369,500,1,2050
2.3800,4.1000,6806,90172.2840,0.9069,6806,0,0.4000,1,0.9069,500,1,2050
2.3800,4.1000,4066,24691.7202,0.9235,104066,0,0.5000,5,1.2041,500,1,2050
2.3800,4.1000,7146,35439.3809,0.9190,32146,0,0.6500,2,1.0741,500,1,2050
2.3800,4.1000,12171,59647.4610,0.9139,12171,0,0.6000,1,0.9139,500,1,2050
2.3800,4.1000,10813,67073.0997,0.9109,10813,0,0.6000,1,0.9109,500,1,2050
2.3800,4.1000,18275,48488.9923,0.8847,18275,0,0.5500,1,0.8847,500,1,2050
2.3800,4.1000,22871,24070.0612,0.9127,147871,0,0.6500,6,1.1732,500,1,2050
2.3800,4.1000,16494,51465.8464,0.9191,16494,0,0.5000,1,0.9191,500,1,2050
2.3800,4.1000,12164,56652.9625,0.9012,12164,0,0.4000,1,0.9012,500,1,2050
2.3800,4.1000,25000,21796.6068,1.0735,4500000,0,0.5500,18,1.0944,500,0,2050
2.3800,4.1000,21603,25492.1235,0.9259,121603,0,0.5000,5,1.1652,500,1,2050
2.3800,4.1000,11282,67967.2270,0.9095,11282,0,0.5500,1,0.9095,500,1,2050
2.3800,4.1000,10741,33849.2691,0.9149,35741,0,0.5500,2,1.0615,500,1,2050
2.3800,4.1000,18619,23472.3524,0.9307,143619,0,0.5500,6,1.1502,500,1,2050
2.3800,4.1000,10810,64684.0137,0.9213,10810,0,0.4000,1,0.9213,500,1,2050
2.3800,4.1000,20958,44102.3247,0.9139,20958,0,0.5500,1,0.9139,500,1,2050
2.3800,4.1000,23875,26793.2909,0.9236,73875,0,0.5000,3,1.1648,500,1,2050
2.3800,4.1000,21111,43627.1279,0.9055,21111,0,0.4000,1,0.9055,500,1,2050
2.3800,4.1000,21035,31128.6782,0.9014,46035,0,0.5000,2,1.0116,500,1,2050
2.3800,4.1000,1749,259622.8947,0.8862,1749,0,0.4000,1,0.8862,500,1,2050
2.3800,4.1000,16023,31497.9578,0.9072,41023,0,0.6500,2,1.1148,500,1,2050
2.3800,4.1000,13491,57279.5193,0.8600,13491,0,0.4000,1,0.8600,500,1,2050
2.3800,4.1000,25000,21205.8965,1.2564,4250000,0,0.4000,17,1.1838,500,0,2050
2.3800,4.1000,21206,43930.3547,0.9396,21206,0,0.5500,1,0.9396,500,1,2050
2.3800,4.1000,23924,22631.5088,0.9287,198924,0,0.5500,8,1.1166,500,1,2050
2.3800,4.1000,19537,45962.1960,0.9052,19537,0,0.4000,1,0.9052,500,1,2050
2.3800,4.1000,16077,23197.9311,0.9216,166077,0,0.6500,7,1.1657,500,1,2050
2.3800,4.1000,8551,77999.0586,0.9248,8551,0,0.6000,1,0.9248,500,1,2050
2.3800,4.1000,9902,26103.5377,0.9250,84902,0,0.4000,4,1.1344,500,1,2050
2.3800,4.1000,25000,21236.7914,1.2267,4500000,0,0.5000,18,1.1151,500,0,2050
2.3800,4.1000,12166,60611.3813,0.9032,12166,0,0.4000,1,0.9032,500,1,2050
2.3800,4.1000,22491,26902.1532,0.9311,72491,0,0.5000,3,1.1789,500,1,2050
2.3800,4.1000,6938,89037.0599,0.8882,6938,0,0.4500,1,0.8882,500,1,2050
2.3800,4.1000,23688,22174.5682,0.9034,248688,0,0.5000,10,1.2354,500,1,2050
2.3800,4.1000,6516,94393.8166,0.8923,6516,0,0.4000,1,0.8923,500,1,2050
2.3800,4.1000,15288,52572.0297,0.9185,15288,0,0.5000,1,0.9185,500,1,2050
2.3800,4.1000,8652,65565.4382,0.9285,8652,0,0.6500,1,0.9285,500,1,2050
2.3800,4.1000,8985,73742.6805,0.8920,8985,0,0.4500,1,0.8920,500,1,2050
2.3800,4.1000,20609,25311.6409,0.9136,95609,0,0.4000,4,1.1888,500,1,2050
2.3800,4.1000,3055,166498.0979,0.8959,3055,0,0.6000,1,0.8959,500,1,2050
2.3800,4.1000,9067,70798.1397,0.9286,9067,0,0.4500,1,0.9286,500,1,2050
2.3800,4.1000,12759,24420.9708,0.9164,112759,0,0.6000,5,1.2315,500,1,2050
2.3800,4.1000,9354,73060.9610,0.9325,9354,0,0.5000,1,0.9325,500,1,2050
2.3800,4.1000,10815,21768.1076,0.9359,335815,0,0.6000,14,1.2339,500,1,2050
2.3800,4.1000,8658,28967.3868,0.9159,58658,0,0.6500,3,1.0360,500,1,2050
2.3800,4.1000,16338,32277.7740,0.9366,41338,0,0.6500,2,1.1044,500,1,2050
2.3800,4.1000,6010,99359.5804,0.9042,6010,0,0.6000,1,0.9042,500,1,2050
2.3800,4.1000,25000,21389.7970,1.2719,4500000,0,0.4000,18,1.1860,500,0,2050
2.3800,4.1000,3012,171501.4533,0.8792,3012,0,0.5500,1,0.8792,500,1,2050
2.3800,4.1000,18800,27787.5379,0.9192,68800,0,0.6000,3,1.1455,500,1,2050
2.3800,4.1000,16984,50014.2036,0.8629,16984,0,0.5500,1,0.8629,500,1,2050
2.3800,4.1000,10333,34043.4781,0.8709,35333,0,0.6500,2,1.0866,500,1,2050
2.3800,4.1000,13914,31587.3814,0.9278,38914,0,0.5000,2,1.1257,500,1,2050
2.3800,4.1000,18852,46918.7946,0.8881,18852,0,0.5500,1,0.8881,500,1,2050
2.3800,4.1000,5252,105925.5390,0.8999,5252,0,0.6000,1,0.8999,500,1,2050
2.3800,4.1000,6843,23968.0155,0.9264,131843,0,0.5000,6,1.2189,500,1,2050
2.3800,4.1000,23147,23696.3065,0.9153,148147,0,0.4500,6,1.1754,500,1,2050
2.3800,4.1000,20474,45212.2965,0.9284,20474,0,0.4000,1,0.9284,500,1,2050
2.3800,4.1000,11949,60403.6928,0.9290,11949,0,0.4500,1,0.9290,500,1,2050
2.3800,4.1000,23726,30653.0531,0.9165,48726,0,0.6500,2,1.0155,500,1,2050
2.3800,4.1000,9989,69504.3639,0.9131,9989,0,0.6000,1,0.9131,500,1,2050
2.3800,4.1000,2765,179818.3371,0.8826,2765,0,0.5000,1,0.8826,500,1,2050
2.3800,4.1000,22009,21723.2859,0.9373,297009,0,0.5000,12,1.2205,500,1,2050
2.3800,4.1000,22751,30595.8678,0.9243,47751,0,0.6500,2,1.0185,500,1,2050
2.3800,4.1000,25000,21179.2960,1.2627,4500000,0,0.5500,18,1.1438,500,0,2050
2.3800,4.1000,7868,35055.4559,0.9210,32868,0,0.5000,2,1.0989,500,1,2050
2.3800,4.1000,5527,106712.4040,0.9158,5527,0,0.6000,1,0.9158,500,1,2050
2.3800,4.1000,17857,48129.0819,0.9136,17857,0,0.6000,1,0.9136,500,1,2050
2.3800,4.1000,16895,29276.1255,0.9191,41895,0,0.4000,2,1.0861,500,1,2050
2.3800,4.1000,25000,21208.0503,1.1681,4500000,0,0.4500,18,1.0879,500,0,2050
2.3800,4.1000,4796,118889.6603,0.9142,4796,0,0.6000,1,0.9142,500,1,2050
2.3800,4.1000,13252,23732.3624,0.9336,138252,0,0.5000,6,1.1773,500,1,2050
2.3800,4.1000,16315,32011.5298,0.9254,41315,0,0.6000,2,1.0629,500,1,2050
2.3800,4.1000,5521,105831.7087,0.9072,5521,0,0.5000,1,0.9072,500,1,2050
2.3800,4.1000,12522,33216.9602,0.9175,37522,0,0.5000,2,1.0722,500,1,2050
2.3800,4.1000,24024,22772.6609,0.9238,174024,0,0.6000,7,1.2505,500,1,2050
2.3800,4.1000,14908,32151.9667,0.9370,39908,0,0.6500,2,1.1028,500,1,2050
2.3800,4.1000,7874,28370.4474,0.8565,57874,0,0.4500,3,1.1001,500,1,2050
2.3800,4.1000,16075,50735.8201,0.8986,16075,0,0.5000,1,0.8986,500,1,2050
2.3800,4.1000,25000,21379.7180,1.1619,4500000,0,0.6000,18,1.1191,500,0,2050
2.3800,4.1000,3271,158383.7584,0.9151,3271,0,0.4000,1,0.9151,500,1,2050
2.3800,4.1000,20033,22632.7819,0.9349,195033,0,0.5000,8,1.1992,500,1,2050
2.3800,4.1000,13581,56690.6255,0.9153,13581,0,0.4000,1,0.9153,500,1,2050
2.3800,4.1000,10613,24835.5870,0.9276,110613,0,0.6000,5,1.1872,500,1,2050
2.3800,4.1000,6486,82103.0518,0.9140,6486,0,0.5500,1,0.9140,500,1,2050
2.3800,4.1000,16948,47919.2755,0.9265,16948,0,0.5500,1,0.9265,500,1,2050
2.3800,4.1000,10397,28581.9761,0.9182,60397,0,0.6500,3,1.1528,500,1,2050
2.3800,4.1000,25000,21313.9624,1.3114,4500000,0,0.4500,18,1.1760,500,0,2050
2.3800,4.1000,13822,56763.0069,0.9291,13822,0,0.6500,1,0.9291,500,1,2050
2.3800,4.1000,8757,77266.5245,0.8550,8757,0,0.4500,1,0.8550,500,1,2050
2.3800,4.1000,8886,73856.8030,0.9235,8886,0,0.4500,1,0.9235,500,1,2050
2.3800,4.1000,9146,72855.6575,0.8956,9146,0,0.5000,1,0.8956,500,1,2050
2.3800,4.1000,12729,59639.8757,0.9220,12729,0,0.4500,1,0.9220,500,1,2050
2.3800,4.1000,23209,25146.4945,0.9466,98209,0,0.5500,4,1.1716,500,1,2050
2.3800,4.1000,13231,32721.6802,0.9260,38231,0,0.4500,2,1.1610,500,1,2050
2.3800,4.1000,25000,21159.2438,1.1259,4250000,0,0.5000,17,1.0928,500,0,2050
2.3800,4.1000,18730,27344.6763,0.9382,68730,0,0.4500,3,1.1127,500,1,2050
2.3800,4.1000,8237,28506.1889,0.9078,58237,0,0.4500,3,1.1182,500,1,2050
2.3800,4.1000,22067,42737.4886,0.9220,22067,0,0.4000,1,0.9220,500,1,2050
2.3800,4.1000,8229,35327.3047,0.9046,33229,0,0.5000,2,1.0998,500,1,2050
2.3800,4.1000,15602,27244.1365,0.9206,65602,0,0.6500,3,0.6909,500,1,2050
2.3800,4.1000,25000,21377.9609,1.1135,4500000,0,0.4000,18,1.1237,500,0,2050
2.3800,4.1000,14391,21486.5488,0.8954,389391,0,0.5500,16,1.1842,500,1,2050
2.3800,4.1000,16991,23805.4233,0.9357,141991,0,0.4000,6,1.1508,500,1,2050
2.3800,4.1000,7936,21396.5494,0.9205,382936,0,0.5000,16,1.2153,500,1,2050
2.3800,4.1000,17325,49385.6603,0.9113,17325,0,0.6500,1,0.9113,500,1,2050
2.3800,4.1000,10577,34204.6023,0.8966,35577,0,0.4000,2,1.0585,500,1,2050
2.3800,4.1000,20423,45040.0903,0.9390,20423,0,0.4500,1,0.9390,500,1,2050
2.3800,4.1000,15234,26734.5496,0.9270,65234,0,0.4000,3,1.1534,500,1,2050
2.3800,4.1000,11386,62685.3775,0.8994,11386,0,0.6000,1,0.8994,500,1,2050
2.3800,4.1000,7538,24929.6833,0.9272,107538,0,0.5000,5,1.1901,500,1,2050
